,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
17784,3600.0,3600.0, 36 ,0.1149,118.7,2.0,2 years,RENT,65000.0,Not Verified,2011.0,debt_consolidation,IL,12.31,0.0,3.0,5.0,0.0,4665.0,0.7070000000000001,20.0,1.0
17785,7775.0,7775.0, 36 ,0.0599,236.5,1.0,< 1 year,MORTGAGE,42000.0,Source Verified,2011.0,debt_consolidation,CA,4.43,0.0,0.0,11.0,0.0,3373.0,0.195,23.0,1.0
17786,15000.0,15000.0, 36 ,0.0766,467.7,1.0,5 years,RENT,65000.0,Verified,2011.0,debt_consolidation,NJ,3.43,0.0,0.0,7.0,0.0,6784.0,0.213,13.0,1.0
17787,6000.0,6000.0, 36 ,0.0932,191.69,1.0,2 years,RENT,35000.0,Not Verified,2009.0,debt_consolidation,NY,7.85,0.0,2.0,7.0,0.0,9432.0,0.47200000000000003,18.0,1.0
17788,7000.0,7000.0, 36 ,0.1343,237.32,3.0,10+ years,MORTGAGE,41600.0,Verified,2011.0,debt_consolidation,FL,18.61,0.0,1.0,10.0,0.0,3344.0,0.244,36.0,1.0
17789,5000.0,5000.0, 36 ,0.079,156.46,1.0,10+ years,MORTGAGE,74000.0,Verified,2011.0,car,MO,0.89,0.0,0.0,3.0,0.0,5505.0,0.55,14.0,1.0
17790,7000.0,7000.0, 36 ,0.1316,236.4,3.0,3 years,RENT,90000.0,Verified,2009.0,debt_consolidation,NJ,5.83,0.0,0.0,6.0,0.0,8091.0,0.364,18.0,1.0
17791,12000.0,12000.0, 36 ,0.11710000000000001,396.92,2.0,7 years,RENT,38000.0,Source Verified,2011.0,debt_consolidation,MA,4.67,0.0,1.0,21.0,0.0,917.0,0.07400000000000001,29.0,1.0
17792,6000.0,6000.0, 36 ,0.0766,187.08,1.0,6 years,RENT,63550.0,Not Verified,2011.0,debt_consolidation,NC,13.88,0.0,0.0,7.0,0.0,10570.0,0.695,12.0,1.0
17793,17150.0,17150.0, 60 ,0.1483,406.47,4.0,10+ years,RENT,90000.0,Verified,2010.0,debt_consolidation,NJ,17.64,0.0,1.0,12.0,0.0,79252.0,0.6559999999999999,43.0,1.0
17794,6000.0,6000.0, 36 ,0.0788,187.69,1.0,5 years,RENT,40000.0,Source Verified,2010.0,moving,NY,3.12,0.0,0.0,5.0,0.0,3148.0,0.297,13.0,1.0
17795,20000.0,20000.0, 60 ,0.2011,531.11,7.0,7 years,OWN,120000.0,Source Verified,2011.0,debt_consolidation,NJ,15.18,1.0,3.0,9.0,0.0,9126.0,0.42200000000000004,41.0,1.0
17796,10000.0,10000.0, 36 ,0.09880000000000001,322.11,2.0,8 years,MORTGAGE,40000.0,Not Verified,2010.0,major_purchase,OH,15.21,1.0,0.0,7.0,0.0,20801.0,0.263,15.0,1.0
17797,5000.0,5000.0, 36 ,0.0999,161.32,2.0,3 years,RENT,61000.0,Not Verified,2011.0,debt_consolidation,MA,24.24,1.0,0.0,8.0,0.0,3303.0,0.201,22.0,1.0
17798,6000.0,6000.0, 36 ,0.0859,189.67,1.0,10+ years,MORTGAGE,119000.0,Verified,2010.0,credit_card,VA,8.21,0.0,1.0,6.0,0.0,27116.0,0.41600000000000004,27.0,1.0
17799,1500.0,1500.0, 36 ,0.12179999999999999,49.95,2.0,5 years,RENT,40000.0,Not Verified,2009.0,other,GA,22.23,0.0,2.0,6.0,0.0,6834.0,0.551,22.0,1.0
17800,12800.0,12800.0, 36 ,0.09910000000000001,412.48,2.0,10+ years,MORTGAGE,262000.0,Verified,2011.0,major_purchase,WA,0.74,1.0,1.0,14.0,0.0,6792.0,0.113,17.0,1.0
17801,9000.0,9000.0, 36 ,0.1099,294.61,2.0,2 years,RENT,51000.0,Not Verified,2011.0,debt_consolidation,NJ,6.12,0.0,0.0,7.0,0.0,9610.0,0.24,9.0,1.0
17802,8000.0,8000.0, 36 ,0.1148,263.75,2.0,4 years,RENT,62000.0,Not Verified,2009.0,credit_card,MA,18.66,0.0,0.0,17.0,0.0,17559.0,0.499,39.0,1.0
17803,10000.0,10000.0, 36 ,0.09880000000000001,322.11,2.0,3 years,RENT,35000.0,Not Verified,2010.0,small_business,MN,6.64,0.0,0.0,5.0,0.0,2205.0,0.171,5.0,1.0
17804,3200.0,3200.0, 60 ,0.1941,83.74,6.0,4 years,RENT,39000.0,Verified,2010.0,debt_consolidation,FL,14.83,0.0,3.0,6.0,1.0,1767.0,0.982,16.0,1.0
17805,5000.0,5000.0, 36 ,0.1311,168.74,3.0,7 years,RENT,26400.0,Verified,2010.0,vacation,CA,11.86,1.0,1.0,4.0,0.0,75.0,0.25,9.0,0.0
17806,20000.0,20000.0, 36 ,0.1411,684.58,4.0,1 year,RENT,60000.0,Verified,2009.0,other,MD,22.24,0.0,0.0,17.0,0.0,9520.0,0.762,26.0,1.0
17807,3500.0,3500.0, 36 ,0.0999,112.92,2.0,6 years,RENT,47000.0,Not Verified,2011.0,car,UT,10.14,0.0,0.0,6.0,0.0,3131.0,0.46,14.0,1.0
17809,9600.0,9600.0, 36 ,0.1361,326.29,3.0,4 years,OWN,85000.0,Source Verified,2010.0,debt_consolidation,NY,9.11,0.0,0.0,16.0,0.0,11383.0,0.5529999999999999,28.0,1.0
17812,6000.0,6000.0, 36 ,0.1411,205.38,4.0,8 years,MORTGAGE,40000.0,Verified,2009.0,debt_consolidation,TX,19.67,0.0,1.0,12.0,0.0,5155.0,0.5660000000000001,19.0,0.0
17813,5000.0,5000.0, 36 ,0.08,156.69,1.0,8 years,MORTGAGE,54000.0,Verified,2009.0,other,GA,20.6,0.0,0.0,9.0,0.0,5388.0,0.26899999999999996,24.0,1.0
17814,25000.0,25000.0, 36 ,0.1649,884.99,4.0,7 years,RENT,72000.0,Source Verified,2011.0,debt_consolidation,MA,18.18,0.0,2.0,9.0,0.0,10630.0,0.504,23.0,1.0
17815,8000.0,8000.0, 36 ,0.1112,262.37,2.0,8 years,RENT,71000.0,Not Verified,2010.0,credit_card,NY,19.72,0.0,0.0,11.0,0.0,20736.0,0.531,18.0,1.0
17816,8000.0,8000.0, 36 ,0.0699,246.99,1.0,3 years,MORTGAGE,70000.0,Source Verified,2011.0,small_business,CA,9.19,0.0,2.0,5.0,0.0,4469.0,0.2,15.0,1.0
17817,8000.0,8000.0, 60 ,0.1112,174.42,2.0,3 years,RENT,38790.0,Verified,2010.0,debt_consolidation,VT,14.42,0.0,0.0,11.0,0.0,10446.0,0.439,19.0,1.0
17818,1500.0,1500.0, 36 ,0.1242,50.13,2.0,< 1 year,RENT,80000.0,Not Verified,2011.0,moving,NY,13.39,0.0,2.0,6.0,0.0,12092.0,0.451,14.0,1.0
17819,10000.0,10000.0, 36 ,0.1533,348.28,4.0,7 years,RENT,50004.0,Not Verified,2010.0,debt_consolidation,CA,18.53,0.0,2.0,6.0,0.0,6353.0,0.643,16.0,0.0
17820,2600.0,2600.0, 36 ,0.0603,79.14,1.0,< 1 year,MORTGAGE,50000.0,Source Verified,2011.0,vacation,MD,21.34,0.0,1.0,11.0,0.0,3429.0,0.258,26.0,1.0
17821,10000.0,10000.0, 36 ,0.1426,343.06,3.0,< 1 year,MORTGAGE,100000.0,Not Verified,2009.0,car,FL,8.95,0.0,1.0,6.0,0.0,1459.0,0.261,17.0,1.0
17822,12000.0,12000.0, 36 ,0.1223,399.9,3.0,7 years,RENT,62500.0,Not Verified,2010.0,debt_consolidation,TX,14.82,0.0,1.0,8.0,0.0,22728.0,0.693,13.0,1.0
17823,18000.0,18000.0, 36 ,0.12179999999999999,599.4,2.0,2 years,RENT,101500.0,Not Verified,2009.0,debt_consolidation,CA,9.28,0.0,0.0,6.0,1.0,10433.0,0.45799999999999996,27.0,1.0
17824,5000.0,5000.0, 36 ,0.09630000000000001,160.48,1.0,2 years,RENT,76344.0,Not Verified,2009.0,house,TX,8.63,0.0,1.0,8.0,0.0,2602.0,0.51,48.0,1.0
17825,7200.0,7200.0, 36 ,0.0603,219.14,1.0,7 years,RENT,43108.0,Verified,2011.0,medical,CA,5.26,0.0,0.0,7.0,0.0,2074.0,0.106,15.0,1.0
17826,9500.0,9500.0, 60 ,0.1059,204.62,2.0,10+ years,MORTGAGE,127404.0,Verified,2011.0,other,IL,14.95,0.0,2.0,17.0,0.0,11915.0,0.273,40.0,1.0
17827,12000.0,12000.0, 36 ,0.0751,373.33,1.0,8 years,RENT,28000.0,Not Verified,2010.0,debt_consolidation,FL,15.64,0.0,1.0,9.0,0.0,12575.0,0.184,25.0,1.0
17828,9600.0,9600.0, 36 ,0.1,309.77,2.0,4 years,MORTGAGE,80004.0,Verified,2011.0,debt_consolidation,NV,23.11,0.0,1.0,14.0,0.0,8258.0,0.573,38.0,0.0
17829,10000.0,10000.0, 36 ,0.1306,337.23,3.0,7 years,RENT,84000.0,Verified,2011.0,car,CA,18.99,1.0,2.0,8.0,0.0,292.0,0.022000000000000002,10.0,0.0
17830,7600.0,7600.0, 36 ,0.1349,257.88,3.0,< 1 year,RENT,80000.0,Source Verified,2011.0,debt_consolidation,WA,11.04,0.0,0.0,10.0,0.0,8697.0,0.501,13.0,1.0
17831,10000.0,10000.0, 36 ,0.1825,362.78,4.0,< 1 year,RENT,85000.0,Source Verified,2011.0,debt_consolidation,NC,4.6,0.0,1.0,7.0,0.0,13377.0,0.7190000000000001,11.0,1.0
17832,15000.0,15000.0, 36 ,0.13470000000000001,508.84,3.0,2 years,RENT,56000.0,Verified,2009.0,debt_consolidation,FL,13.61,0.0,3.0,13.0,0.0,26821.0,0.526,33.0,1.0
17833,4500.0,4500.0, 36 ,0.0751,140.0,1.0,10+ years,MORTGAGE,84906.0,Not Verified,2010.0,small_business,VA,20.27,0.0,2.0,15.0,0.0,68618.0,0.8009999999999999,24.0,1.0
17834,25000.0,25000.0, 60 ,0.1361,576.67,3.0,2 years,MORTGAGE,58650.0,Verified,2010.0,debt_consolidation,GA,19.19,0.0,0.0,9.0,0.0,24972.0,0.545,23.0,1.0
17835,20000.0,20000.0, 36 ,0.17989999999999998,722.95,5.0,1 year,RENT,160000.0,Source Verified,2011.0,debt_consolidation,CA,3.61,0.0,0.0,3.0,0.0,5731.0,0.298,13.0,1.0
17836,2000.0,2000.0, 36 ,0.1435,68.7,3.0,4 years,OWN,40000.0,Source Verified,2010.0,debt_consolidation,NV,8.49,0.0,1.0,8.0,0.0,2263.0,0.435,10.0,1.0
17837,16000.0,16000.0, 36 ,0.1149,527.55,2.0,1 year,RENT,105000.0,Verified,2011.0,debt_consolidation,NY,15.42,0.0,1.0,20.0,0.0,47496.0,0.452,54.0,1.0
17838,5000.0,5000.0, 36 ,0.0691,154.18,1.0,3 years,MORTGAGE,30000.0,Not Verified,2010.0,credit_card,CA,13.52,0.0,1.0,12.0,0.0,7399.0,0.158,16.0,1.0
17839,1500.0,1500.0, 36 ,0.0599,45.63,1.0,3 years,MORTGAGE,65004.0,Verified,2011.0,major_purchase,KY,1.0,0.0,1.0,6.0,0.0,1344.0,0.11900000000000001,13.0,1.0
17840,7200.0,7200.0, 36 ,0.11109999999999999,236.1,2.0,unknown,OWN,35000.0,Source Verified,2011.0,credit_card,CA,7.71,0.0,2.0,5.0,0.0,9195.0,0.76,14.0,1.0
17841,19200.0,19200.0, 36 ,0.1189,636.75,2.0,1 year,RENT,95000.0,Source Verified,2009.0,wedding,CA,7.58,0.0,0.0,11.0,0.0,14006.0,0.203,26.0,1.0
17843,8250.0,8250.0, 36 ,0.0932,263.57,1.0,8 years,MORTGAGE,39600.0,Source Verified,2009.0,credit_card,OH,24.45,0.0,2.0,17.0,0.0,29576.0,0.41100000000000003,48.0,1.0
17845,5200.0,5200.0, 36 ,0.1242,173.76,2.0,5 years,OWN,21600.0,Not Verified,2011.0,credit_card,CA,15.44,0.0,1.0,12.0,0.0,7394.0,0.499,14.0,1.0
17846,10000.0,10000.0, 36 ,0.0859,316.11,1.0,4 years,RENT,60000.0,Not Verified,2009.0,debt_consolidation,CA,3.78,0.0,0.0,8.0,0.0,3252.0,0.13699999999999998,15.0,1.0
17847,12000.0,12000.0, 36 ,0.1411,410.75,4.0,10+ years,MORTGAGE,90000.0,Source Verified,2009.0,debt_consolidation,PA,13.73,0.0,3.0,11.0,0.0,9101.0,0.429,33.0,1.0
17848,7200.0,7200.0, 36 ,0.0662,221.07,1.0,7 years,MORTGAGE,82008.0,Not Verified,2011.0,major_purchase,NY,17.52,0.0,4.0,8.0,0.0,10465.0,0.28800000000000003,24.0,1.0
17849,9100.0,9100.0, 36 ,0.1036,295.18,2.0,6 years,RENT,54996.0,Verified,2010.0,debt_consolidation,OR,17.94,1.0,0.0,5.0,0.0,1008.0,0.16,12.0,1.0
17850,19800.0,19800.0, 36 ,0.1322,669.26,3.0,1 year,MORTGAGE,107000.0,Verified,2009.0,debt_consolidation,CA,17.05,0.0,0.0,9.0,0.0,23075.0,0.6729999999999999,35.0,0.0
17851,10000.0,10000.0, 36 ,0.13570000000000002,339.69,3.0,7 years,MORTGAGE,108000.0,Verified,2009.0,debt_consolidation,NY,15.74,0.0,1.0,23.0,0.0,23464.0,0.311,40.0,1.0
17853,2000.0,2000.0, 60 ,0.1417,46.72,3.0,10+ years,MORTGAGE,45000.0,Not Verified,2011.0,car,DE,17.07,1.0,1.0,9.0,0.0,5750.0,0.247,43.0,1.0
17854,9600.0,9600.0, 36 ,0.0766,299.33,1.0,10+ years,RENT,42000.0,Not Verified,2011.0,house,OH,11.09,0.0,1.0,11.0,0.0,7709.0,0.192,19.0,1.0
17855,8000.0,8000.0, 36 ,0.1242,267.33,2.0,10+ years,RENT,40000.0,Not Verified,2011.0,credit_card,OR,15.0,0.0,0.0,10.0,0.0,18601.0,0.882,11.0,1.0
17856,1750.0,1750.0, 36 ,0.1361,59.48,3.0,3 years,MORTGAGE,38400.0,Not Verified,2010.0,major_purchase,NJ,16.34,0.0,0.0,4.0,0.0,434.0,0.434,15.0,0.0
17857,9000.0,9000.0, 36 ,0.1446,309.62,4.0,3 years,RENT,62004.0,Not Verified,2010.0,debt_consolidation,NY,12.52,0.0,0.0,11.0,0.0,14985.0,0.88,15.0,0.0
17858,6250.0,6250.0, 36 ,0.1025,202.41,2.0,10+ years,MORTGAGE,28800.0,Not Verified,2010.0,debt_consolidation,FL,18.04,0.0,0.0,5.0,0.0,14863.0,0.8170000000000001,17.0,1.0
17859,15600.0,15600.0, 36 ,0.12210000000000001,519.72,2.0,7 years,RENT,50000.0,Not Verified,2009.0,debt_consolidation,TX,4.06,0.0,1.0,10.0,0.0,16594.0,0.5529999999999999,26.0,1.0
17860,14000.0,14000.0, 36 ,0.1261,469.09,3.0,9 years,RENT,68000.0,Verified,2010.0,debt_consolidation,NJ,6.72,3.0,1.0,8.0,1.0,12116.0,0.616,25.0,1.0
17861,5300.0,5300.0, 60 ,0.138,122.78,3.0,< 1 year,RENT,27996.0,Source Verified,2011.0,major_purchase,OK,0.64,0.0,3.0,3.0,0.0,442.0,0.34,4.0,1.0
17862,12000.0,12000.0, 36 ,0.0579,363.93,1.0,10+ years,MORTGAGE,66000.0,Not Verified,2011.0,home_improvement,AZ,12.58,0.0,1.0,11.0,0.0,5723.0,0.084,38.0,1.0
17863,5000.0,5000.0, 36 ,0.1343,169.51,3.0,< 1 year,RENT,53760.0,Source Verified,2011.0,major_purchase,NV,12.12,0.0,1.0,6.0,0.0,2456.0,0.8190000000000001,9.0,1.0
17864,12000.0,12000.0, 36 ,0.11359999999999999,394.94,2.0,9 years,RENT,42500.0,Not Verified,2010.0,debt_consolidation,VA,5.56,0.0,1.0,4.0,0.0,8194.0,0.565,53.0,1.0
17865,8500.0,8500.0, 36 ,0.12210000000000001,283.18,2.0,2 years,MORTGAGE,55000.0,Verified,2009.0,small_business,MN,23.26,0.0,0.0,12.0,0.0,6130.0,0.376,30.0,1.0
17866,3000.0,3000.0, 36 ,0.1199,99.63,2.0,3 years,MORTGAGE,50496.0,Not Verified,2011.0,other,SC,21.36,0.0,3.0,8.0,0.0,8922.0,0.628,14.0,1.0
17867,17000.0,17000.0, 60 ,0.0999,361.12,2.0,10+ years,MORTGAGE,84000.0,Verified,2011.0,debt_consolidation,CT,17.24,0.0,0.0,9.0,0.0,8863.0,0.177,31.0,1.0
17869,20000.0,12125.0, 36 ,0.0617,369.81,1.0,10+ years,MORTGAGE,210000.0,Verified,2010.0,debt_consolidation,WI,12.51,0.0,1.0,20.0,0.0,32841.0,0.22699999999999998,32.0,1.0
17870,25000.0,25000.0, 60 ,0.1491,593.57,4.0,10+ years,MORTGAGE,65000.0,Verified,2011.0,small_business,OH,1.95,0.0,2.0,24.0,0.0,5209.0,0.11599999999999999,42.0,1.0
17871,24250.0,24250.0, 60 ,0.1149,533.2,2.0,1 year,MORTGAGE,95000.0,Verified,2010.0,debt_consolidation,FL,14.37,0.0,0.0,14.0,0.0,28263.0,0.37799999999999995,45.0,0.0
17872,20000.0,20000.0, 36 ,0.19690000000000002,740.12,5.0,10+ years,MORTGAGE,160000.0,Verified,2011.0,debt_consolidation,AK,20.4,0.0,2.0,14.0,0.0,9098.0,0.332,30.0,1.0
17873,7500.0,7500.0, 36 ,0.1099,245.52,2.0,2 years,RENT,33000.0,Not Verified,2010.0,other,CA,24.4,0.0,0.0,12.0,0.0,13360.0,0.53,15.0,1.0
17874,18000.0,18000.0, 60 ,0.1099,391.28,2.0,< 1 year,RENT,52000.0,Source Verified,2011.0,credit_card,CA,14.4,0.0,0.0,9.0,0.0,14560.0,0.344,19.0,1.0
17875,20000.0,20000.0, 60 ,0.15990000000000001,486.26,4.0,< 1 year,MORTGAGE,45000.0,Verified,2011.0,small_business,IL,16.16,0.0,1.0,9.0,0.0,19872.0,0.8240000000000001,26.0,1.0
17877,30000.0,30000.0, 60 ,0.17489999999999997,753.51,4.0,3 years,MORTGAGE,68004.0,Verified,2011.0,debt_consolidation,OH,9.63,0.0,2.0,7.0,0.0,19653.0,0.48200000000000004,31.0,1.0
17878,10000.0,10000.0, 36 ,0.1427,343.09,3.0,2 years,RENT,124000.0,Source Verified,2011.0,credit_card,NY,4.38,0.0,0.0,3.0,0.0,5856.0,0.976,14.0,1.0
17879,6000.0,6000.0, 36 ,0.0692,185.05,1.0,3 years,MORTGAGE,99400.0,Not Verified,2011.0,car,TX,8.9,0.0,1.0,11.0,0.0,3360.0,0.121,38.0,1.0
17880,20000.0,20000.0, 36 ,0.12210000000000001,666.3,2.0,4 years,MORTGAGE,70834.0,Verified,2009.0,medical,CO,15.69,0.0,0.0,10.0,0.0,114.0,0.003,29.0,1.0
17881,9000.0,9000.0, 36 ,0.09910000000000001,290.03,2.0,2 years,RENT,30000.0,Verified,2011.0,debt_consolidation,SC,17.64,0.0,0.0,5.0,0.0,9517.0,0.721,10.0,1.0
17882,10000.0,10000.0, 60 ,0.1689,247.94,4.0,2 years,MORTGAGE,45000.0,Source Verified,2011.0,credit_card,LA,5.76,0.0,0.0,7.0,0.0,9553.0,0.594,11.0,1.0
17883,7500.0,7500.0, 36 ,0.079,234.68,1.0,6 years,MORTGAGE,45000.0,Verified,2011.0,home_improvement,CT,19.02,0.0,3.0,8.0,0.0,7439.0,0.54,13.0,1.0
17884,9575.0,9575.0, 36 ,0.0662,293.99,1.0,1 year,RENT,43000.0,Verified,2011.0,debt_consolidation,MA,26.77,0.0,0.0,10.0,0.0,7077.0,0.419,22.0,1.0
17886,6200.0,6200.0, 60 ,0.1361,143.02,3.0,10+ years,MORTGAGE,26000.0,Verified,2010.0,debt_consolidation,MN,13.06,2.0,0.0,8.0,0.0,3501.0,0.142,18.0,0.0
17887,12800.0,12800.0, 36 ,0.1183,424.12,2.0,< 1 year,OTHER,35000.0,Verified,2009.0,debt_consolidation,CA,11.66,0.0,3.0,6.0,0.0,13608.0,0.491,25.0,1.0
17888,8500.0,8500.0, 36 ,0.0751,264.43,1.0,1 year,MORTGAGE,65000.0,Not Verified,2010.0,credit_card,VA,20.05,0.0,3.0,11.0,0.0,4384.0,0.192,30.0,1.0
17889,5000.0,5000.0, 36 ,0.1114,164.02,2.0,< 1 year,RENT,30000.0,Source Verified,2009.0,educational,NY,10.32,0.0,1.0,10.0,0.0,2350.0,0.079,12.0,1.0
17890,15000.0,15000.0, 36 ,0.1199,498.15,2.0,10+ years,RENT,42300.0,Not Verified,2011.0,debt_consolidation,PA,23.01,0.0,2.0,17.0,1.0,11236.0,0.35700000000000004,29.0,1.0
17891,4200.0,4200.0, 36 ,0.0932,134.18,1.0,6 years,RENT,36895.02,Verified,2009.0,wedding,NY,8.52,0.0,1.0,8.0,0.0,13385.0,0.575,15.0,1.0
17892,5000.0,5000.0, 36 ,0.1349,169.66,3.0,10+ years,MORTGAGE,113000.0,Source Verified,2011.0,wedding,FL,12.96,0.0,0.0,10.0,0.0,64186.0,0.802,24.0,1.0
17893,20000.0,20000.0, 36 ,0.10949999999999999,654.28,2.0,2 years,RENT,96588.0,Verified,2009.0,other,NY,13.62,0.0,1.0,21.0,0.0,37466.0,0.309,33.0,1.0
17894,21000.0,21000.0, 36 ,0.0751,653.33,1.0,unknown,MORTGAGE,49200.0,Verified,2011.0,credit_card,MT,27.02,0.0,1.0,8.0,0.0,14491.0,0.19699999999999998,15.0,1.0
17895,16075.0,16075.0, 60 ,0.1075,347.51,2.0,10+ years,MORTGAGE,69996.0,Source Verified,2010.0,debt_consolidation,MI,4.37,0.0,2.0,11.0,0.0,9638.0,0.142,31.0,1.0
17896,4000.0,4000.0, 36 ,0.0542,120.64,1.0,6 years,MORTGAGE,57600.0,Not Verified,2011.0,car,NY,7.25,0.0,0.0,12.0,0.0,229.0,0.004,24.0,1.0
17897,6450.0,6450.0, 36 ,0.0599,196.2,1.0,5 years,MORTGAGE,140987.0,Not Verified,2011.0,home_improvement,WI,5.75,0.0,0.0,6.0,0.0,0.0,0.0,30.0,1.0
17898,2500.0,2500.0, 36 ,0.0751,77.78,1.0,< 1 year,RENT,35000.0,Source Verified,2010.0,educational,MD,12.03,0.0,1.0,8.0,0.0,0.0,0.0,8.0,1.0
17899,8000.0,5000.0, 36 ,0.0617,152.5,1.0,2 years,RENT,40000.0,Not Verified,2010.0,debt_consolidation,CA,24.54,0.0,1.0,15.0,0.0,2682.0,0.353,50.0,1.0
17900,5000.0,5000.0, 36 ,0.1435,171.74,3.0,< 1 year,RENT,31000.0,Not Verified,2010.0,home_improvement,VA,12.31,0.0,0.0,5.0,0.0,15034.0,0.958,8.0,1.0
17901,6500.0,6500.0, 36 ,0.1562,227.31,4.0,4 years,RENT,84000.0,Source Verified,2011.0,credit_card,VA,8.7,1.0,2.0,7.0,0.0,6333.0,0.728,8.0,1.0
17902,10000.0,7650.0, 36 ,0.0542,230.73,1.0,5 years,RENT,55000.0,Verified,2010.0,home_improvement,NJ,22.78,0.0,0.0,10.0,0.0,4248.0,0.057,20.0,1.0
17903,5600.0,5600.0, 36 ,0.1199,185.98,2.0,2 years,RENT,40000.0,Source Verified,2011.0,wedding,MD,9.54,0.0,2.0,5.0,0.0,7979.0,0.628,11.0,1.0
17904,8000.0,8000.0, 36 ,0.1484,276.7,4.0,4 years,RENT,25000.0,Source Verified,2010.0,major_purchase,CA,6.48,0.0,2.0,5.0,0.0,5483.0,0.6940000000000001,7.0,1.0
17905,3600.0,3600.0, 36 ,0.1242,120.3,2.0,< 1 year,RENT,54000.0,Source Verified,2011.0,moving,VA,10.73,0.0,1.0,20.0,0.0,14638.0,0.452,26.0,1.0
17906,1700.0,1700.0, 36 ,0.1523,59.13,3.0,2 years,RENT,33000.0,Source Verified,2011.0,moving,FL,10.62,0.0,2.0,15.0,0.0,1181.0,0.787,17.0,1.0
17907,7000.0,7000.0, 36 ,0.1398,239.18,3.0,6 years,RENT,21600.0,Verified,2010.0,major_purchase,AL,9.17,0.0,2.0,7.0,0.0,997.0,0.285,17.0,1.0
17908,15000.0,15000.0, 60 ,0.1398,348.87,3.0,4 years,MORTGAGE,44712.0,Verified,2010.0,debt_consolidation,TX,13.96,0.0,0.0,8.0,0.0,15438.0,0.649,36.0,1.0
17909,7000.0,7000.0, 36 ,0.0751,217.78,1.0,7 years,RENT,60000.0,Not Verified,2011.0,major_purchase,WA,25.56,0.0,0.0,13.0,0.0,4202.0,0.19399999999999998,23.0,1.0
17910,5000.0,5000.0, 36 ,0.0542,150.8,1.0,10+ years,RENT,55272.0,Not Verified,2011.0,major_purchase,WA,11.05,0.0,0.0,7.0,0.0,545.0,0.013000000000000001,13.0,1.0
17911,2500.0,2500.0, 36 ,0.1435,85.87,3.0,10+ years,RENT,72000.0,Source Verified,2010.0,other,MD,14.92,0.0,0.0,5.0,0.0,12155.0,0.617,14.0,1.0
17912,25000.0,15450.0, 36 ,0.1036,501.15,2.0,5 years,MORTGAGE,80000.0,Source Verified,2010.0,small_business,NV,13.21,0.0,1.0,6.0,0.0,12431.0,0.6679999999999999,19.0,1.0
17913,1500.0,1500.0, 60 ,0.1149,32.99,2.0,5 years,RENT,65000.0,Verified,2011.0,credit_card,RI,19.02,0.0,0.0,6.0,0.0,12210.0,0.831,31.0,1.0
17914,4000.0,4000.0, 36 ,0.1398,136.68,3.0,4 years,OWN,15000.0,Not Verified,2010.0,debt_consolidation,CO,15.2,0.0,0.0,4.0,0.0,6438.0,0.6779999999999999,6.0,1.0
17915,8400.0,8400.0, 36 ,0.138,286.28,3.0,unknown,OWN,38376.0,Verified,2011.0,debt_consolidation,OK,18.07,0.0,2.0,5.0,0.0,6575.0,0.9009999999999999,16.0,1.0
17916,28000.0,28000.0, 60 ,0.09910000000000001,593.68,2.0,6 years,RENT,88000.0,Verified,2011.0,small_business,NY,14.33,0.0,0.0,8.0,0.0,2979.0,0.084,22.0,1.0
17917,9250.0,9250.0, 36 ,0.1435,317.72,3.0,1 year,RENT,28800.0,Not Verified,2010.0,car,NY,14.04,3.0,0.0,7.0,0.0,4060.0,0.43700000000000006,27.0,1.0
17918,12000.0,12000.0, 36 ,0.0751,373.32,1.0,9 years,RENT,92341.0,Not Verified,2010.0,debt_consolidation,DC,21.33,0.0,2.0,6.0,0.0,203.0,0.084,19.0,1.0
17919,4400.0,4400.0, 36 ,0.1523,153.03,3.0,< 1 year,RENT,60000.0,Verified,2011.0,major_purchase,NJ,23.08,0.0,3.0,11.0,0.0,2573.0,0.326,24.0,1.0
17920,25000.0,25000.0, 60 ,0.1349,575.12,3.0,unknown,MORTGAGE,50000.0,Not Verified,2011.0,other,SD,10.9,0.0,1.0,9.0,0.0,17323.0,0.488,19.0,0.0
17921,17800.0,17800.0, 60 ,0.1825,454.43,4.0,4 years,MORTGAGE,80000.0,Source Verified,2011.0,debt_consolidation,LA,14.12,0.0,1.0,9.0,0.0,6646.0,0.36700000000000005,17.0,1.0
17922,2000.0,2000.0, 36 ,0.1183,66.27,2.0,1 year,RENT,38000.0,Not Verified,2009.0,other,FL,4.8,0.0,0.0,5.0,0.0,768.0,0.055999999999999994,21.0,1.0
17923,8000.0,8000.0, 36 ,0.1112,262.37,2.0,3 years,RENT,62000.0,Verified,2010.0,small_business,CA,11.35,0.0,1.0,6.0,0.0,9204.0,0.61,12.0,1.0
17924,13475.0,13475.0, 60 ,0.1929,351.71,5.0,4 years,RENT,121392.0,Verified,2011.0,debt_consolidation,CA,15.72,2.0,1.0,5.0,0.0,0.0,0.0,16.0,1.0
17925,14400.0,14400.0, 36 ,0.1435,494.61,3.0,< 1 year,RENT,76000.0,Source Verified,2010.0,debt_consolidation,IL,8.02,0.0,1.0,5.0,0.0,13017.0,0.852,7.0,1.0
